DistrictName,DistrictLEANumber,TotalDistrictEnrollment,CampusName,CampusID,TotalSchoolEnrollment,NewStudentCases,NewStaffCases,NewOnCampus,NewOffCampus,NewUnknown,TotalStudentCases,TotalStaffCases,TotalOnCampus,TotalOffCampus,TotalUnknown
INSPIRED VISION ACADEMY,'057830,1284,INSPIRED VISION ACADEMY EL,'057830001,683,*,0,*,*,*,47,10,0,0,57
INSPIRED VISION ACADEMY,'057830,1284,"INSPIRED VISION ACADEMY
SECONDARY",'057830002,601, , , , , ,33,8,1,2,38
"INSPIRED VISION ACADEMY
TOTAL",'057830,1284,,,1284,*,0,*,*,*,80,18,1,2,95
GATEWAY CHARTER ACADEMY,'057831,656,GATEWAY CHARTER ACADEMY,'057831001,430, , , , , , , , , , 
GATEWAY CHARTER ACADEMY,'057831,656,"GATEWAY CHARTER ACADEMY -
MIDDLE - H S",'057831002,226, , , , , , , , , , 
"GATEWAY CHARTER ACADEMY
TOTAL",'057831,656,,,656, , , , , , , , , , 
"EDUCATION CENTER
INTERNATIONAL ACADEMY",'057833,518,"EDUCATION CENTER
INTERNATIONAL ACADEMY 1",'057833001,194, , , , , , , , , , 
"EDUCATION CENTER
INTERNATIONAL ACADEMY",'057833,518,"EDUCATION CENTER
INTERNATIONAL ACADEMY 2",'057833002,201, , , , , , , , , , 
"EDUCATION CENTER
INTERNATIONAL ACADEMY",'057833,518,"EDUCATION CENTER
INTERNATIONAL ACADEMY 3",'057833003,123, , , , , , , , , , 
"EDUCATION CENTER
INTERNATIONAL ACADEMY
TOTAL",'057833,518,,,518, , , , , , , , , , 
"EVOLUTION ACADEMY CHARTER
SCHOOL",'057834,614,"EVOLUTION ACADEMY CHARTER
SCHOOL",'057834001,259, , , , , , , , , , 
"EVOLUTION ACADEMY CHARTER
SCHOOL",'057834,614,EVOLUTION ACADEMY BEAUMONT,'057834003,170, , , , , , , , , , 
"EVOLUTION ACADEMY CHARTER
SCHOOL",'057834,614,EVOLUTION ACADEMY HOUSTON,'057834004,185, , , , , , , , , , 
"EVOLUTION ACADEMY
CHARTER SCHOOL TOTAL",'057834,614,,,614, , , , , , , , , , 
"GOLDEN RULE CHARTER
SCHOOL",'057835,1581,GOLDEN RULE CHARTER SCHOOL,'057835001,681, , , , , ,*,0,*,*,*
"GOLDEN RULE CHARTER
SCHOOL",'057835,1581,GOLDEN RULE,'057835101,98, , , , , ,*,0,*,*,*
"GOLDEN RULE CHARTER
SCHOOL",'057835,1581,GOLDEN RULE DESOTO,'057835102,437, , , , , ,26,0,25,0,1
"GOLDEN RULE CHARTER
SCHOOL",'057835,1581,GOLDEN RULE SOUTHWEST,'057835103,242, , , , , ,15,1,16,0,0
"GOLDEN RULE CHARTER
SCHOOL",'057835,1581,GOLDEN RULE GRAND PRAIRIE,'057835104,102, , , , , ,*,0,*,*,*
"GOLDEN RULE CHARTER
SCHOOL",'057835,1581,"GOLDEN RULE SCHOOLS INC -
WILMER",'057835105,21, , , , , , , , , , 
"GOLDEN RULE CHARTER
SCHOOL",'057835,1581,,"Multiple
Campus",, , , , , ,0,7,7,0,0
"GOLDEN RULE CHARTER
SCHOOL TOTAL",'057835,1581,,,1581, , , , , ,56,8,60,3,1
ST ANTHONY SCHOOL,'057836,318,ST ANTHONY SCHOOL,'057836041,109, , , , , , , , , , 
ST ANTHONY SCHOOL,'057836,318,ST ANTHONY ACADEMY,'057836101,209, , , , , , , , , , 
ST ANTHONY SCHOOL TOTAL,'057836,318,,,318, , , , , , , , , , 
LA ACADEMIA DE ESTRELLAS,'057839,1002,LA ACADEMIA DE ESTRELLAS,'057839101,700, , , , , ,21,4,0,1,24
LA ACADEMIA DE ESTRELLAS,'057839,1002,"LA ACADEMIA DE ESTRELLAS
MIDDLE",'057839103,302, , , , , ,*,1,*,*,*
"LA ACADEMIA DE ESTRELLAS
TOTAL",'057839,1002,,,1002, , , , , ,*,5,*,*,*
"RICHLAND COLLEGIATE HIGH
SCHOOL",'057840,333,"RICHLAND COLLEGIATE H S OF
MATH SCIENCE ENGINEERIN",'057840001,333, , , , , ,*,0,*,*,*
"RICHLAND COLLEGIATE HIGH
SCHOOL TOTAL",'057840,333,,,333, , , , , ,*,0,*,*,*
CITYSCAPE SCHOOLS,'057841,31,"EAST GRAND PREPARATORY
ACADEMY",'057841001,<30, , , , , , , , , , 
CITYSCAPE SCHOOLS,'057841,31,BUCKNER PREPARATORY,'057841002,<10, , , , , , , , , , 
CITYSCAPE SCHOOLS TOTAL,'057841,31,,,31, , , , , , , , , , 
MANARA ACADEMY,'057844,552,MANARA LEADERSHIP ACADEMY,'057844001,149, , , , , ,*,0,*,*,*
MANARA ACADEMY,'057844,552,MANARA ACADEMY,'057844101,197, , , , , ,*,0,*,*,*
MANARA ACADEMY,'057844,552,"MANARA STEM ACADEMY -
ARLINGTON",'057844102,206, , , , , , , , , , 
MANARA ACADEMY TOTAL,'057844,552,,,552, , , , , ,*,0,*,*,*
UME PREPARATORY ACADEMY,'057845,1379,UME PREPARATORY ACADEMY,'057845001,1115, , , , , ,71,12,1,17,65
UME PREPARATORY ACADEMY,'057845,1379,"UME PREPARATORY ACADEMY -
DUNCANVILLE",'057845002,202, , , , , , , , , , 
UME PREPARATORY ACADEMY,'057845,1379,UME MANSFIELD EL,'057845003,62, , , , , , , , , , 
"UME PREPARATORY ACADEMY
TOTAL",'057845,1379,,,1379, , , , , ,71,12,1,17,65
LEGACY PREPARATORY,'057846,1497,"LEGACY PREP CHARTER ACADEMY
MESQUITE WEST CAMPUS",'057846001,1189, , , , , ,61,2,34,2,27
LEGACY PREPARATORY,'057846,1497,"LEGACY PREPARATORY CHARTER
ACADEMY PLANO",'057846003,308, , , , , ,32,8,17,0,23
LEGACY PREPARATORY,'057846,1497,,"Multiple
Campus",, , , , , ,8,1,4,0,5
LEGACY PREPARATORY TOTAL,'057846,1497,,,1497, , , , , ,101,11,55,2,55
VILLAGE TECH SCHOOLS,'057847,1239,VILLAGE TECH SCHOOLS,'057847001,1239, , , , , , , , , , 
VILLAGE TECH SCHOOLS TOTAL,'057847,1239,,,1239, , , , , , , , , , 
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS GARLAND EL,'057848001,947,*,0,*,*,*,28,1,0,5,24
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS GARLAND MIDDLE,'057848002,466, , , , , , , , , , 
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS GARLAND H S,'057848003,563, , , , , ,22,4,0,1,25
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS ARLINGTON EL,'057848004,748,0,1,0,0,1,46,7,0,0,53
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS ARLINGTON MIDDLE,'057848005,389, , , , , , , , , , 
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,"ILTEXAS ARLINGTON-GRAND
PRAIRIE H S",'057848006,692,*,0,*,*,*,18,8,0,0,26
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS KELLER EL,'057848007,949, , , , , ,33,12,0,1,44
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS KELLER MIDDLE,'057848008,435, , , , , , , , , , 
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS KELLER SAGINAW H S,'057848009,763,*,0,*,*,*,29,0,0,0,29
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS GRAND PRAIRIE EL,'057848010,948,*,0,*,*,*,48,6,0,1,53
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS GRAND PRAIRIE MIDDLE,'057848011,463, , , , , , , , , , 
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,"ILTEXAS NORTH RICHLAND HILLS
EL",'057848012,895,*,0,*,*,*,34,3,0,1,36
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,"ILTEXAS NORTH RICHLAND HILLS
MIDDLE",'057848013,442, , , , , , , , , , 
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS KATY EL,'057848014,942,*,1,*,*,*,40,4,0,1,43
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS KATY MIDDLE,'057848015,429, , , , , , , , , , 
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS WESTPARK EL,'057848016,845, , , , , ,21,5,0,3,23
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS WESTPARK MIDDLE,'057848017,428, , , , , , , , , , 
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS KATY WESTPARK H S,'057848018,711,*,0,*,*,*,8,1,0,0,9
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS LANCASTER EL,'057848019,779,*,1,*,*,*,49,9,0,1,57
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS LANCASTER MIDDLE,'057848020,429, , , , , ,*,1,*,*,*
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS EAST FORT WORTH EL,'057848021,766,*,0,*,*,*,39,2,0,1,40
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,"ILTEXAS EAST FORT WORTH
MIDDLE",'057848022,421, , , , , ,0,2,0,0,2
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS SAGINAW EL,'057848023,939,*,0,*,*,*,66,16,1,3,78
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS SAGINAW MIDDLE,'057848024,435, , , , , ,*,0,*,*,*
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,"ILTEXAS HOUSTON WINDMILL
LAKES EL",'057848025,846, , , , , ,20,7,1,8,18
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,"ILTEXAS HOUSTON WINDMILL
LAKES MIDDLE",'057848026,446, , , , , , , , , , 
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS HOUSTON OREM EL,'057848027,854, , , , , ,23,5,0,0,28
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS HOUSTON OREM MIDDLE,'057848028,454, , , , , , , , , , 
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS COLLEGE STATION EL,'057848030,942, , , , , ,53,2,0,0,55
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,"ILTEXAS COLLEGE STATION
MIDDLE",'057848031,446, , , , , ,15,1,0,0,16
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS LANCASTER DESOTO H S,'057848032,215, , , , , ,9,4,0,0,13
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,"ILTEXAS HOUSTON WINDMILL
LAKES OREM H S",'057848033,495, , , , , ,6,3,0,0,9
"INTERNATIONAL LEADERSHIP OF
TEXAS (ILTEXAS)",'057848,20674,ILTEXAS AGGIELAND H S,'057848034,152, , , , , ,*,0,*,*,*
"INTERNATIONAL LEADERSHIP
OF TEXAS (ILTEXAS) TOTAL",'057848,20674,,,20674,20,3,0,0,23,622,103,2,26,697
"PIONEER TECHNOLOGY & ARTS
ACADEMY",'057850,54,"PIONEER TECHNOLOGY (PTAA)
MESQUITE",'057850001,21, , , , , , , , , , 
"PIONEER TECHNOLOGY & ARTS
ACADEMY",'057850,54,"PIONEER TECHNOLOGY (PTAA)
GREENVILLE",'057850002,10, , , , , , , , , , 
"PIONEER TECHNOLOGY & ARTS
ACADEMY",'057850,54,"PIONEER TECHNOLOGY (PTAA)
FATE",'057850003,<10, , , , , , , , , , 
"PIONEER TECHNOLOGY & ARTS
ACADEMY",'057850,54,"PIONEER TECHNOLOGY (PTAA)
MESQUITE EL",'057850004,10, , , , , , , , , , 
"PIONEER TECHNOLOGY & ARTS
ACADEMY",'057850,54,"PIONEER TECHNOLOGY (PTAA)
ROYSE CITY EL",'057850005,<10, , , , , , , , , , 
"PIONEER TECHNOLOGY & ARTS
ACADEMY",'057850,54,"PIONEER TECHNOLOGY AND ARTS
ACADEMY NORTH DALLAS",'057850006,<10, , , , , , , , , , 
"PIONEER TECHNOLOGY & ARTS
ACADEMY TOTAL",'057850,54,,,54, , , , , , , , , , 
"BRIDGEWAY PREPARATORY
ACADEMY",'057851,93,"BRIDGEWAY PREPARATORY
ACADEMY",'057851101,93, , , , , , , , , , 
"BRIDGEWAY PREPARATORY
ACADEMY TOTAL",'057851,93,,,93, , , , , , , , , , 
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,TURNER H S,'057903001,2120, , , , , ,103,10,11,34,68
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,SMITH H S,'057903002,2073, , , , , ,104,9,9,8,96
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,GRIMES EDUCATION CENTER,'057903003,47, , , , , ,0,1,0,1,0
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,"SALAZAR DISTRICT ALTERNATIVE
EDUCATION PROGRAM",'057903005,<30, , , , , ,0,1,0,0,1
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,CREEKVIEW H S,'057903006,1704, , , , , ,87,12,12,26,61
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,RANCHVIEW H S,'057903007,972, , , , , ,28,10,7,8,23
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,"DENTON COUNTY JJAEP CFB
CAMPUS",'057903008,0, , , , , , , , , , 
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,"DALLAS COUNTY JJAEP CFB
CAMPUS",'057903009,<10, , , , , , , , , , 
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,EARLY COLLEGE H S,'057903010,340, , , , , ,7,0,0,1,6
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,FIELD MIDDLE,'057903041,970, , , , , ,35,4,3,17,19
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,PERRY MIDDLE,'057903042,859, , , , , ,27,1,1,10,17
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,LONG MIDDLE,'057903044,611, , , , , ,26,4,0,4,26
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,BLALACK MIDDLE,'057903045,939, , , , , ,38,5,4,18,21
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,POLK MIDDLE,'057903046,1015, , , , , ,70,4,2,11,61
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,BUSH MIDDLE,'057903047,769, , , , , ,71,5,7,17,52
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,CARROLLTON EL,'057903102,489, , , , , ,10,4,0,2,12
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,CENTRAL EL,'057903103,442, , , , , ,18,5,2,6,15
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,GOOD EL,'057903105,478, , , , , ,14,6,0,5,15
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,STARK EL,'057903106,704, , , , , ,24,2,1,6,19
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,FARMERS BRANCH EL,'057903109,513, , , , , ,17,0,0,12,5
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,BLANTON EL,'057903110,454, , , , , ,15,3,4,6,8
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,THOMPSON EL,'057903111,424, , , , , ,16,6,1,12,9
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,COUNTRY PLACE EL,'057903112,414, , , , , ,39,4,3,10,30
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,DAVIS EL,'057903113,470, , , , , ,17,2,0,15,4
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,MCCOY EL,'057903114,453, , , , , ,12,0,0,1,11
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,FURNEAUX EL,'057903116,478, , , , , ,9,4,2,2,9
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,HUIE SPECIAL EDUC CTR,'057903117,90, , , , , ,0,3,0,2,1
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,ROSEMEADE EL,'057903118,454, , , , , ,14,2,1,4,11
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,LAS COLINAS EL,'057903120,552, , , , , ,23,3,0,1,25
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,LANDRY EL,'057903121,526, , , , , ,27,4,3,6,22
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,KENT EL,'057903122,506, , , , , ,9,3,0,6,6
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,RIVERCHASE ELE,'057903123,451, , , , , ,11,1,1,6,5
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,MCKAMY EL,'057903124,493, , , , , ,20,6,2,8,16
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,SHEFFIELD EL,'057903125,485, , , , , ,27,3,2,9,19
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,RAINWATER EL,'057903126,338, , , , , ,10,5,2,7,6
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,FREEMAN EL,'057903128,734, , , , , ,31,7,12,10,16
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,MCWHORTER EL,'057903129,702, , , , , ,27,3,4,9,17
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,BLAIR EL,'057903131,501, , , , , ,18,4,2,10,10
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,LA VILLITA EL,'057903132,861, , , , , ,28,4,0,4,28
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,MCLAUGHLIN STRICKLAND EL,'057903135,648, , , , , ,31,5,1,10,25
"CARROLLTON-FARMERS
BRANCH ISD",'057903,25101,,"Multiple
Campus",, , , , , ,0,18,5,3,10
"CARROLLTON-FARMERS
BRANCH ISD TOTAL",'057903,25101,,,25101, , , , , ,1063,173,104,327,805
CEDAR HILL ISD,'057904,7131,CEDAR HILL H S,'057904001,2279, , , , , ,22,2,0,0,24
CEDAR HILL ISD,'057904,7131,CEDAR HILL COLLEGIATE H S,'057904003,352, , , , , ,*,0,*,*,*
CEDAR HILL ISD,'057904,7131,JJAEP,'057904007,0, , , , , , , , , , 
CEDAR HILL ISD,'057904,7131,W S PERMENTER MIDDLE,'057904041,715, , , , , ,*,3,*,*,*
CEDAR HILL ISD,'057904,7131,BESSIE COLEMAN MIDDLE,'057904042,695, , , , , ,10,0,0,2,8
CEDAR HILL ISD,'057904,7131,"CEDAR HILL COLLEGIATE
ACADEMY",'057904043,240, , , , , ,0,1,0,0,1
CEDAR HILL ISD,'057904,7131,BRAY EL,'057904101,231, , , , , ,*,0,*,*,*
CEDAR HILL ISD,'057904,7131,PLUMMER EL,'057904102,500, , , , , ,*,0,*,*,*
CEDAR HILL ISD,'057904,7131,HIGH POINTE EL,'057904104,323, , , , , ,*,0,*,*,*
CEDAR HILL ISD,'057904,7131,HIGHLANDS EL,'057904105,485, , , , , ,*,0,*,*,*
CEDAR HILL ISD,'057904,7131,WATERFORD OAKS EL,'057904107,453, , , , , ,*,2,*,*,*
CEDAR HILL ISD,'057904,7131,LAKERIDGE EL,'057904108,367, , , , , ,*,0,*,*,*
CEDAR HILL ISD,'057904,7131,CEDAR HILL COLLEGIATE PREP,'057904110,491, , , , , ,*,1,*,*,*
CEDAR HILL ISD TOTAL,'057904,7131,,,7131, , , , , ,76,9,1,8,76
DALLAS ISD,'057905,134360,BRYAN ADAMS H S,'057905001,2162, , , , , ,52,11,0,1,62
DALLAS ISD,'057905,134360,W H ADAMSON H S,'057905002,1427, , , , , ,57,6,0,0,63
DALLAS ISD,'057905,134360,NEW TECH H S AT B F DARRELL H S,'057905003,347, , , , , ,7,4,0,0,11
DALLAS ISD,'057905,134360,MOISES E MOLINA H S,'057905005,2068, , , , , ,38,8,0,0,46
DALLAS ISD,'057905,134360,HILLCREST H S,'057905006,1559, , , , , ,19,10,0,0,29
DALLAS ISD,'057905,134360,THOMAS JEFFERSON H S,'057905007,1394, , , , , ,65,7,0,1,71
DALLAS ISD,'057905,134360,JUSTIN F KIMBALL H S,'057905008,1252, , , , , ,*,5,*,*,*
DALLAS ISD,'057905,134360,"LINCOLN
HUMANITIES/COMMUNICATIONS
MAGNET HIGH SCH",'057905009,627, , , , , ,32,2,0,0,34
DALLAS ISD,'057905,134360,BARBARA M MANNS MIDDLE DAEP,'057905011,34, , , , , , , , , , 
DALLAS ISD,'057905,134360,L G PINKSTON H S,'057905012,1285, , , , , ,7,4,0,0,11
DALLAS ISD,'057905,134360,"FRANKLIN D ROOSEVELT H S OF
INNOVATION",'057905013,733, , , , , ,10,2,0,0,12
DALLAS ISD,'057905,134360,W W SAMUELL H S,'057905014,1813, , , , , ,23,10,0,0,33
DALLAS ISD,'057905,134360,SEAGOVILLE H S,'057905015,1672, , , , , ,33,7,0,0,40
DALLAS ISD,'057905,134360,SOUTH OAK CLIFF H S,'057905016,1364, , , , , ,65,15,0,0,80
DALLAS ISD,'057905,134360,H GRADY SPRUCE H S,'057905017,1609, , , , , ,24,13,0,0,37
DALLAS ISD,'057905,134360,SUNSET H S,'057905018,2066, , , , , ,27,15,0,0,42
DALLAS ISD,'057905,134360,W T WHITE H S,'057905021,2063, , , , , ,36,4,0,0,40
DALLAS ISD,'057905,134360,WOODROW WILSON H S,'057905022,1843, , , , , ,15,4,0,0,19
DALLAS ISD,'057905,134360,DAVID W CARTER H S,'057905023,1132, , , , , ,61,9,0,0,70
DALLAS ISD,'057905,134360,NORTH DALLAS H S,'057905024,1170, , , , , ,49,5,0,0,54
DALLAS ISD,'057905,134360,SKYLINE H S,'057905025,4169, , , , , ,123,13,1,0,135
DALLAS ISD,'057905,134360,"SCHOOL OF SCIENCE AND
ENGINEERING",'057905026,495, , , , , ,11,0,0,0,11
DALLAS ISD,'057905,134360,EMMETT J CONRAD H S,'057905028,1235, , , , , ,9,9,0,0,18
DALLAS ISD,'057905,134360,BARBARA M MANNS H S DAEP,'057905029,90, , , , , ,0,2,0,0,2
DALLAS ISD,'057905,134360,MAYA ANGELOU H S,'057905030,10, , , , , ,*,0,*,*,*
DALLAS ISD,'057905,134360,JAMES MADISON H S,'057905032,420, , , , , ,16,3,0,0,19
DALLAS ISD,'057905,134360,"SCHOOL OF BUSINESS AND
MANAGEMENT",'057905033,479, , , , , ,6,0,0,0,6
DALLAS ISD,'057905,134360,"BOOKER T WASHINGTON SPVA
MAGNET",'057905034,942, , , , , ,10,3,1,0,12
DALLAS ISD,'057905,134360,"IRMA RANGEL YOUNG WOMEN'S
LEADERSHIP SCHOOL",'057905035,591, , , , , ,8,2,0,0,10
DALLAS ISD,'057905,134360,SCHOOL OF HEALTH PROFESSIONS,'057905036,487, , , , , ,16,1,0,0,17
DALLAS ISD,'057905,134360,"ROSIE SORRELLS EDUCATION AND
SOCIAL SERVICES H S",'057905037,211, , , , , ,*,1,*,*,*
DALLAS ISD,'057905,134360,"JUDGE BAREFOOT SANDERS LAW
MAGNET",'057905038,463, , , , , ,16,3,0,0,19
DALLAS ISD,'057905,134360,"SCHOOL FOR THE TALENTED AND
GIFTED",'057905039,485, , , , , ,*,2,*,*,*
DALLAS ISD,'057905,134360,"WILLIAM HAWLEY ATWELL LAW
ACADEMY",'057905042,601, , , , , ,0,2,0,0,2
DALLAS ISD,'057905,134360,T W BROWNE MIDDLE,'057905043,462, , , , , ,*,4,*,*,*
DALLAS ISD,'057905,134360,E B COMSTOCK MIDDLE,'057905045,708, , , , , ,24,5,0,0,29
DALLAS ISD,'057905,134360,"YOUNG MEN'S LEADERSHIP
ACADEMY AT FRED F FLORENCE",'057905046,614, , , , , ,9,6,0,0,15
DALLAS ISD,'057905,134360,"BENJAMIN FRANKLIN
INTERNATIONAL EXPLORATORY
ACAD",'057905047,903, , , , , ,37,4,3,0,38
DALLAS ISD,'057905,134360,W H GASTON MIDDLE,'057905048,680, , , , , ,*,20,*,*,*
DALLAS ISD,'057905,134360,"W E GREINER EXPLORATORY ARTS
ACADEMY",'057905049,1446, , , , , ,44,4,0,0,48
DALLAS ISD,'057905,134360,ROBERT T HILL MIDDLE,'057905050,803, , , , , ,9,2,0,0,11
DALLAS ISD,'057905,134360,"OLIVER WENDELL HOLMES
HUMANITIES/COMMUNICATIONS",'057905051,606, , , , , ,24,0,0,0,24
DALLAS ISD,'057905,134360,PIEDMONT GLOBAL ACADEMY,'057905052,749, , , , , ,15,8,0,0,23
DALLAS ISD,'057905,134360,J L LONG MIDDLE,'057905053,1162, , , , , ,24,2,0,0,26
DALLAS ISD,'057905,134360,THOMAS C MARSH MIDDLE,'057905054,841, , , , , ,18,4,0,0,22
DALLAS ISD,'057905,134360,THOMAS J RUSK MIDDLE,'057905055,510, , , , , ,31,5,0,0,36
DALLAS ISD,'057905,134360,EWELL D WALKER MIDDLE,'057905056,732, , , , , ,*,3,*,*,*
DALLAS ISD,'057905,134360,"ALEX W SPENCE TALENTED/GIFTED
ACADEMY",'057905058,643, , , , , ,21,1,0,0,22
DALLAS ISD,'057905,134360,L V STOCKARD MIDDLE,'057905059,934, , , , , ,25,0,0,0,25
DALLAS ISD,'057905,134360,BOUDE STOREY MIDDLE,'057905060,455, , , , , ,*,7,*,*,*
DALLAS ISD,'057905,134360,BILLY EARL DADE MIDDLE,'057905062,686, , , , , ,13,6,1,0,18
DALLAS ISD,'057905,134360,"RAUL QUINTANILLA SR MIDDLE
STEAM ACADEMY",'057905068,589, , , , , ,9,0,0,0,9
DALLAS ISD,'057905,134360,SEAGOVILLE MIDDLE,'057905069,1423, , , , , ,36,18,0,1,53
DALLAS ISD,'057905,134360,"DALLAS ENVIRONMENTAL SCIENCE
ACADEMY",'057905071,438, , , , , ,*,0,*,*,*
DALLAS ISD,'057905,134360,SARAH ZUMWALT MIDDLE,'057905072,430, , , , , ,*,5,*,*,*
DALLAS ISD,'057905,134360,"HENRY W LONGFELLOW CAREER
EXPLORATION ACADEMY",'057905073,452, , , , , ,10,2,0,0,12
DALLAS ISD,'057905,134360,"HAROLD WENDELL LANG SR
MIDDLE",'057905076,822, , , , , ,38,1,0,0,39
DALLAS ISD,'057905,134360,HECTOR P GARCIA MIDDLE,'057905077,587, , , , , ,11,1,0,0,12
DALLAS ISD,'057905,134360,FRANCISCO PANCHO MEDRANO J H,'057905079,780, , , , , ,*,1,*,*,*
DALLAS ISD,'057905,134360,SAM TASBY MIDDLE,'057905083,744, , , , , ,12,3,0,0,15
DALLAS ISD,'057905,134360,"KATHLYN JOY GILLIAM
COLLEGIATE ACADEMY",'057905085,341, , , , , ,6,0,0,0,6
DALLAS ISD,'057905,134360,"TRINIDAD GARZA EARLY COLLEGE
AT MT VIEW",'057905088,409, , , , , ,*,0,*,*,*
DALLAS ISD,'057905,134360,"DR WRIGHT L LASSITER JR EARLY
COLLEGE H S",'057905090,252, , , , , ,6,1,0,0,7
